[2025-07-06 22:52:34] Comment: sota, cross environment, train_environment_ids = [1, 3], val_environment_ids = [2]
[2025-07-06 22:52:34] Params: hidden_dim = 128, num_layers = 2, dropout = 0.3, window_size = 250, stride = 25, batch_size = 512, mask_ratio = 0.15 lr = 0.001, weight_decay = 0.0001, num_epochs = 800 alpha = 10, beta = 0.001, gamma = 1 
[2025-07-06 22:52:54] Train y1 count: Counter({20: 6832, 1: 5644, 7: 4321, 30: 3870, 0: 3465, 6: 3345, 13: 3177, 5: 3158, 9: 2770, 3: 2684, 22: 2522, 14: 2406, 4: 2378, 25: 2289, 23: 2152, 26: 2062, 18: 2030, 10: 1964, 24: 1911, 15: 1784, 21: 1755, 27: 1621, 29: 1212, 31: 1138, 32: 475, 33: 162})
[2025-07-06 22:52:54] Train y2 count: Counter({20: 6707, 1: 5479, 7: 4356, 30: 3860, 0: 3515, 6: 3510, 13: 3292, 5: 3258, 3: 2724, 9: 2560, 22: 2557, 4: 2478, 25: 2454, 14: 2366, 23: 2187, 26: 2042, 10: 1984, 24: 1971, 18: 1780, 21: 1765, 15: 1664, 27: 1626, 31: 1188, 29: 1122, 32: 490, 33: 192})
[2025-07-06 22:52:54] Val y1 count: Counter({8: 5048, 1: 3413, 11: 3264, 17: 3076, 19: 2452, 2: 2444, 7: 2334, 16: 2308, 25: 2306, 30: 2262, 22: 2121, 27: 2030, 5: 2026, 0: 1926, 12: 1846, 6: 1838, 28: 1638})
[2025-07-06 22:52:54] Val y2 count: Counter({8: 5028, 1: 3373, 11: 3204, 17: 3016, 2: 2504, 19: 2392, 25: 2326, 30: 2302, 16: 2288, 7: 2234, 22: 2161, 5: 2106, 27: 2030, 0: 1966, 6: 1898, 12: 1826, 28: 1678})
[2025-07-06 22:52:54] y1 class weights: tensor([ 0.5264,  0.3232,  0.0000,  0.6796,  0.7671,  0.5776,  0.5453,  0.4221,
         0.0000,  0.6585,  0.9288,  0.0000,  0.0000,  0.5742,  0.7581,  1.0225,
         0.0000,  0.0000,  0.8986,  0.0000,  0.2670,  1.0394,  0.7233,  0.8476,
         0.9545,  0.7969,  0.8846,  1.1253,  0.0000,  1.5050,  0.4713,  1.6029,
         3.8402, 11.2599])
[2025-07-06 22:52:54] y2 class weights: tensor([ 0.5475,  0.3512,  0.0000,  0.7065,  0.7766,  0.5907,  0.5483,  0.4418,
         0.0000,  0.7517,  0.9700,  0.0000,  0.0000,  0.5846,  0.8134,  1.1565,
         0.0000,  0.0000,  1.0811,  0.0000,  0.2869,  1.0903,  0.7526,  0.8799,
         0.9764,  0.7842,  0.9424,  1.1835,  0.0000,  1.7152,  0.4986,  1.6199,
         3.9274, 10.0230])
[2025-07-06 22:52:54] y1 + y2 class weights: tensor([ 0.5381,  0.3377,  0.0000,  0.6945,  0.7734,  0.5854,  0.5479,  0.4328,
         0.0000,  0.7046,  0.9513,  0.0000,  0.0000,  0.5806,  0.7870,  1.0893,
         0.0000,  0.0000,  0.9858,  0.0000,  0.2774,  1.0670,  0.7395,  0.8656,
         0.9675,  0.7919,  0.9151,  1.1567,  0.0000,  1.6091,  0.4859,  1.6147,
         3.8920, 10.6095])
[2025-07-06 22:54:58] Epoch: 0, train loss: 27.0499, train loss1: 2.2867, train loss2: 926.7070, train loss3: 3.2566, train acc1: 0.3342, train acc2: 0.0782
[2025-07-07 06:43:31] Epoch: 271 val confusion matrix2:
      0     1    2     3     4     5     6     7    8     9     10   11   12    13    14    15   16   17    18   19    20    21    22    23    24    25    26    27   28    29    30    31    32   33
0   0.49  0.02  0.0  0.00  0.01  0.00  0.02  0.05  0.0  0.02  0.00  0.0  0.0  0.00  0.00  0.01  0.0  0.0  0.00  0.0  0.01  0.02  0.00  0.00  0.03  0.01  0.04  0.03  0.0  0.07  0.09  0.04  0.01  0.0
1   0.04  0.49  0.0  0.00  0.01  0.09  0.31  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.03  0.01  0.00  0.0
2   0.04  0.35  0.0  0.00  0.04  0.16  0.24  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.06  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.08  0.03  0.00  0.0
3   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
4   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
5   0.01  0.16  0.0  0.00  0.02  0.57  0.20  0.00  0.0  0.01  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.01  0.01  0.00  0.0
6   0.01  0.13  0.0  0.00  0.00  0.15  0.67  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.02  0.01  0.00  0.0
7   0.02  0.08  0.0  0.01  0.00  0.00  0.00  0.56  0.0  0.01  0.00  0.0  0.0  0.01  0.01  0.01  0.0  0.0  0.00  0.0  0.09  0.00  0.00  0.00  0.04  0.01  0.07  0.07  0.0  0.00  0.01  0.00  0.00  0.0
8   0.05  0.27  0.0  0.00  0.01  0.13  0.39  0.06  0.0  0.01  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.04  0.01  0.00  0.0
9   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
10  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
11  0.07  0.30  0.0  0.00  0.01  0.08  0.48  0.01  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.03  0.01  0.00  0.0
12  0.05  0.32  0.0  0.00  0.04  0.26  0.11  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.09  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.06  0.03  0.00  0.0
13  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
14  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
15  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
16  0.05  0.08  0.0  0.03  0.02  0.00  0.02  0.15  0.0  0.04  0.01  0.0  0.0  0.03  0.01  0.05  0.0  0.0  0.03  0.0  0.05  0.02  0.03  0.03  0.04  0.01  0.07  0.06  0.0  0.10  0.04  0.02  0.01  0.0
17  0.04  0.25  0.0  0.00  0.00  0.10  0.55  0.01  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.02  0.00  0.00  0.0
18  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
19  0.05  0.04  0.0  0.08  0.28  0.04  0.02  0.05  0.0  0.07  0.01  0.0  0.0  0.05  0.01  0.02  0.0  0.0  0.06  0.0  0.06  0.00  0.00  0.04  0.05  0.00  0.05  0.02  0.0  0.00  0.01  0.00  0.01  0.0
20  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
21  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
22  0.07  0.18  0.0  0.00  0.06  0.18  0.13  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.01  0.00  0.28  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.06  0.02  0.00  0.0
23  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
24  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
25  0.08  0.01  0.0  0.01  0.04  0.01  0.01  0.12  0.0  0.01  0.00  0.0  0.0  0.03  0.01  0.02  0.0  0.0  0.01  0.0  0.06  0.00  0.00  0.02  0.25  0.12  0.05  0.10  0.0  0.01  0.01  0.01  0.01  0.0
26  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
27  0.02  0.01  0.0  0.03  0.03  0.00  0.00  0.13  0.0  0.02  0.00  0.0  0.0  0.03  0.01  0.01  0.0  0.0  0.00  0.0  0.16  0.00  0.00  0.01  0.05  0.08  0.15  0.20  0.0  0.00  0.04  0.00  0.01  0.0
28  0.04  0.02  0.0  0.00  0.00  0.00  0.01  0.11  0.0  0.03  0.00  0.0  0.0  0.01  0.00  0.03  0.0  0.0  0.00  0.0  0.05  0.01  0.00  0.00  0.21  0.05  0.10  0.18  0.0  0.08  0.03  0.01  0.01  0.0
29  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
30  0.05  0.12  0.0  0.01  0.01  0.03  0.18  0.02  0.0  0.00  0.00  0.0  0.0  0.00  0.01  0.01  0.0  0.0  0.00  0.0  0.02  0.00  0.01  0.00  0.00  0.00  0.05  0.05  0.0  0.01  0.41  0.01  0.00  0.0
31  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
32  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
33  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
[2025-07-07 06:44:01] Epoch: 272, train loss: 1.5081, train loss1: 0.0144, train loss2: 924.0542, train loss3: 0.4398, train acc1: 0.9952, train acc2: 0.8293
[2025-07-07 06:44:12] Epoch: 272, val loss: 607.8676, val loss1: 49.5140, val loss2: 529.7868, val loss3: 28.5668, val acc1: 0.2750, val acc2: 0.1949
[2025-07-07 06:44:42] Epoch: 273, train loss: 1.5559, train loss1: 0.0179, train loss2: 924.0849, train loss3: 0.4528, train acc1: 0.9943, train acc2: 0.8266
[2025-07-07 06:44:53] Epoch: 273, val loss: 603.9622, val loss1: 48.3218, val loss2: 529.7333, val loss3: 25.9071, val acc1: 0.2771, val acc2: 0.1976
[2025-07-07 06:45:23] Epoch: 274, train loss: 1.5705, train loss1: 0.0192, train loss2: 924.0721, train loss3: 0.4548, train acc1: 0.9940, train acc2: 0.8256
[2025-07-07 06:45:33] Epoch: 274, val loss: 602.7017, val loss1: 47.2201, val loss2: 529.7774, val loss3: 25.7042, val acc1: 0.2743, val acc2: 0.2036
[2025-07-07 06:46:03] Epoch: 275, train loss: 1.5193, train loss1: 0.0151, train loss2: 924.0006, train loss3: 0.4444, train acc1: 0.9948, train acc2: 0.8292
[2025-07-07 06:46:14] Epoch: 275, val loss: 603.5321, val loss1: 47.3230, val loss2: 529.5954, val loss3: 26.6137, val acc1: 0.2718, val acc2: 0.2046
[2025-07-07 06:46:43] Epoch: 276, train loss: 1.5144, train loss1: 0.0153, train loss2: 924.0242, train loss3: 0.4372, train acc1: 0.9951, train acc2: 0.8302
[2025-07-07 06:46:54] Epoch: 276, val loss: 604.7223, val loss1: 48.3746, val loss2: 529.8433, val loss3: 26.5043, val acc1: 0.2712, val acc2: 0.1991
[2025-07-07 06:47:23] Epoch: 277, train loss: 1.5119, train loss1: 0.0150, train loss2: 924.0617, train loss3: 0.4375, train acc1: 0.9950, train acc2: 0.8309
[2025-07-07 06:47:34] Epoch: 277, val loss: 603.6380, val loss1: 48.1853, val loss2: 529.6382, val loss3: 25.8146, val acc1: 0.2781, val acc2: 0.1988
[2025-07-07 06:48:04] Epoch: 278, train loss: 1.4758, train loss1: 0.0122, train loss2: 924.0261, train loss3: 0.4297, train acc1: 0.9957, train acc2: 0.8337
[2025-07-07 06:48:14] Epoch: 278, val loss: 606.3213, val loss1: 48.7529, val loss2: 529.7681, val loss3: 27.8003, val acc1: 0.2750, val acc2: 0.1999
[2025-07-07 06:48:45] Epoch: 279, train loss: 1.4773, train loss1: 0.0126, train loss2: 924.0201, train loss3: 0.4273, train acc1: 0.9958, train acc2: 0.8331
[2025-07-07 06:48:55] Epoch: 279, val loss: 606.4790, val loss1: 50.2294, val loss2: 529.6388, val loss3: 26.6108, val acc1: 0.2763, val acc2: 0.1990
[2025-07-07 06:49:25] Epoch: 280, train loss: 1.4720, train loss1: 0.0121, train loss2: 924.0079, train loss3: 0.4270, train acc1: 0.9960, train acc2: 0.8345
[2025-07-07 06:49:36] Epoch: 280, val loss: 608.3300, val loss1: 52.0260, val loss2: 529.6041, val loss3: 26.6999, val acc1: 0.2799, val acc2: 0.2074
[2025-07-07 06:50:06] Epoch: 281, train loss: 1.5183, train loss1: 0.0160, train loss2: 924.0384, train loss3: 0.4346, train acc1: 0.9947, train acc2: 0.8313
[2025-07-07 06:50:16] Epoch: 281, val loss: 606.0695, val loss1: 51.4467, val loss2: 529.5964, val loss3: 25.0265, val acc1: 0.2753, val acc2: 0.2015
[2025-07-07 06:50:46] Epoch: 282, train loss: 1.5345, train loss1: 0.0169, train loss2: 923.9685, train loss3: 0.4412, train acc1: 0.9944, train acc2: 0.8299
[2025-07-07 06:50:56] Epoch: 282, val loss: 604.7926, val loss1: 49.6128, val loss2: 529.5663, val loss3: 25.6135, val acc1: 0.2777, val acc2: 0.2063
[2025-07-07 06:51:27] Epoch: 283, train loss: 1.5407, train loss1: 0.0178, train loss2: 923.9766, train loss3: 0.4385, train acc1: 0.9943, train acc2: 0.8322
[2025-07-07 06:51:38] Epoch: 283, val loss: 605.1989, val loss1: 50.0209, val loss2: 529.6288, val loss3: 25.5492, val acc1: 0.2737, val acc2: 0.2058
[2025-07-07 06:52:08] Epoch: 284, train loss: 1.5112, train loss1: 0.0153, train loss2: 923.9075, train loss3: 0.4345, train acc1: 0.9948, train acc2: 0.8332
[2025-07-07 06:52:18] Epoch: 284, val loss: 604.4331, val loss1: 49.3035, val loss2: 529.6496, val loss3: 25.4800, val acc1: 0.2776, val acc2: 0.2041
[2025-07-07 06:52:49] Epoch: 285, train loss: 1.4905, train loss1: 0.0138, train loss2: 923.8655, train loss3: 0.4282, train acc1: 0.9954, train acc2: 0.8337
[2025-07-07 06:52:59] Epoch: 285, val loss: 605.1727, val loss1: 50.2673, val loss2: 529.6841, val loss3: 25.2213, val acc1: 0.2718, val acc2: 0.1995
[2025-07-07 06:53:29] Epoch: 286, train loss: 1.5034, train loss1: 0.0149, train loss2: 923.8429, train loss3: 0.4304, train acc1: 0.9951, train acc2: 0.8348
[2025-07-07 06:53:40] Epoch: 286, val loss: 605.5880, val loss1: 50.5475, val loss2: 529.6310, val loss3: 25.4095, val acc1: 0.2708, val acc2: 0.1925
[2025-07-07 06:54:11] Epoch: 287, train loss: 1.5235, train loss1: 0.0168, train loss2: 923.8530, train loss3: 0.4322, train acc1: 0.9946, train acc2: 0.8335
[2025-07-07 06:54:21] Epoch: 287, val loss: 606.8470, val loss1: 51.1125, val loss2: 529.7142, val loss3: 26.0203, val acc1: 0.2732, val acc2: 0.2051
[2025-07-07 06:54:51] Epoch: 288, train loss: 1.5162, train loss1: 0.0161, train loss2: 923.9028, train loss3: 0.4317, train acc1: 0.9948, train acc2: 0.8331
[2025-07-07 06:55:01] Epoch: 288, val loss: 603.3237, val loss1: 49.5185, val loss2: 529.4941, val loss3: 24.3111, val acc1: 0.2750, val acc2: 0.2025
[2025-07-07 06:55:32] Epoch: 289, train loss: 1.4989, train loss1: 0.0147, train loss2: 923.8364, train loss3: 0.4280, train acc1: 0.9954, train acc2: 0.8356
[2025-07-07 06:55:42] Epoch: 289, val loss: 604.8225, val loss1: 49.0328, val loss2: 529.6580, val loss3: 26.1318, val acc1: 0.2697, val acc2: 0.1982
[2025-07-07 06:56:13] Epoch: 290, train loss: 1.5367, train loss1: 0.0179, train loss2: 923.8132, train loss3: 0.4341, train acc1: 0.9940, train acc2: 0.8318
[2025-07-07 06:56:23] Epoch: 290, val loss: 605.1602, val loss1: 49.6243, val loss2: 529.6902, val loss3: 25.8456, val acc1: 0.2703, val acc2: 0.1970
[2025-07-07 06:56:53] Epoch: 291, train loss: 1.5027, train loss1: 0.0155, train loss2: 923.8626, train loss3: 0.4242, train acc1: 0.9951, train acc2: 0.8362
[2025-07-07 06:57:04] Epoch: 291, val loss: 605.0513, val loss1: 49.6663, val loss2: 529.6348, val loss3: 25.7502, val acc1: 0.2708, val acc2: 0.2005
[2025-07-07 06:57:34] Epoch: 292, train loss: 1.4949, train loss1: 0.0149, train loss2: 923.8353, train loss3: 0.4220, train acc1: 0.9955, train acc2: 0.8370
[2025-07-07 06:57:45] Epoch: 292, val loss: 607.5943, val loss1: 50.7141, val loss2: 529.6653, val loss3: 27.2149, val acc1: 0.2725, val acc2: 0.1943
[2025-07-07 06:58:15] Epoch: 293, train loss: 1.4804, train loss1: 0.0140, train loss2: 923.8081, train loss3: 0.4171, train acc1: 0.9954, train acc2: 0.8396
[2025-07-07 06:58:25] Epoch: 293, val loss: 605.0395, val loss1: 49.1628, val loss2: 529.4860, val loss3: 26.3906, val acc1: 0.2731, val acc2: 0.1997
[2025-07-07 06:58:55] Epoch: 294, train loss: 1.5044, train loss1: 0.0159, train loss2: 923.8715, train loss3: 0.4215, train acc1: 0.9950, train acc2: 0.8378
[2025-07-07 06:59:06] Epoch: 294, val loss: 607.3536, val loss1: 51.5666, val loss2: 529.7499, val loss3: 26.0370, val acc1: 0.2692, val acc2: 0.1987
[2025-07-07 06:59:36] Epoch: 295, train loss: 1.5396, train loss1: 0.0184, train loss2: 923.8597, train loss3: 0.4319, train acc1: 0.9940, train acc2: 0.8342
[2025-07-07 06:59:46] Epoch: 295, val loss: 603.4565, val loss1: 49.0259, val loss2: 529.6349, val loss3: 24.7957, val acc1: 0.2698, val acc2: 0.1966
[2025-07-07 07:00:16] Epoch: 296, train loss: 1.5090, train loss1: 0.0159, train loss2: 923.8634, train loss3: 0.4264, train acc1: 0.9948, train acc2: 0.8368
[2025-07-07 07:00:26] Epoch: 296, val loss: 604.1041, val loss1: 49.4151, val loss2: 529.6145, val loss3: 25.0745, val acc1: 0.2742, val acc2: 0.2002
[2025-07-07 07:00:56] Epoch: 297, train loss: 1.4558, train loss1: 0.0127, train loss2: 923.7848, train loss3: 0.4052, train acc1: 0.9957, train acc2: 0.8429
[2025-07-07 07:01:06] Epoch: 297, val loss: 604.6745, val loss1: 49.4686, val loss2: 529.5867, val loss3: 25.6192, val acc1: 0.2780, val acc2: 0.1963
[2025-07-07 07:01:37] Epoch: 298, train loss: 1.4678, train loss1: 0.0134, train loss2: 923.7544, train loss3: 0.4104, train acc1: 0.9959, train acc2: 0.8431
[2025-07-07 07:01:47] Epoch: 298, val loss: 604.9627, val loss1: 49.6727, val loss2: 529.6279, val loss3: 25.6620, val acc1: 0.2721, val acc2: 0.2024
[2025-07-07 07:02:17] Epoch: 299, train loss: 1.4657, train loss1: 0.0137, train loss2: 923.7882, train loss3: 0.4054, train acc1: 0.9956, train acc2: 0.8431
[2025-07-07 07:02:27] Epoch: 299, val loss: 606.1426, val loss1: 50.6206, val loss2: 529.6726, val loss3: 25.8494, val acc1: 0.2729, val acc2: 0.1976
[2025-07-07 07:02:57] Epoch: 300, train loss: 1.4832, train loss1: 0.0149, train loss2: 923.7339, train loss3: 0.4107, train acc1: 0.9952, train acc2: 0.8415
[2025-07-07 07:03:08] Epoch: 300, val loss: 603.9474, val loss1: 49.4657, val loss2: 529.6223, val loss3: 24.8595, val acc1: 0.2728, val acc2: 0.1966
[2025-07-07 07:03:38] Epoch: 301, train loss: 1.4984, train loss1: 0.0165, train loss2: 923.7221, train loss3: 0.4096, train acc1: 0.9947, train acc2: 0.8426
[2025-07-07 07:03:48] Epoch: 301, val loss: 603.3975, val loss1: 48.7272, val loss2: 529.5643, val loss3: 25.1060, val acc1: 0.2783, val acc2: 0.1988
[2025-07-07 07:04:18] Epoch: 302, train loss: 1.5547, train loss1: 0.0205, train loss2: 923.7474, train loss3: 0.4258, train acc1: 0.9934, train acc2: 0.8367
[2025-07-07 07:04:28] Epoch: 302, val loss: 601.2238, val loss1: 46.6535, val loss2: 529.7277, val loss3: 24.8426, val acc1: 0.2757, val acc2: 0.2022
[2025-07-07 07:04:58] Epoch: 303, train loss: 1.4747, train loss1: 0.0144, train loss2: 923.7559, train loss3: 0.4065, train acc1: 0.9953, train acc2: 0.8434
[2025-07-07 07:05:09] Epoch: 303, val loss: 603.5758, val loss1: 48.4732, val loss2: 529.5277, val loss3: 25.5749, val acc1: 0.2711, val acc2: 0.1989
[2025-07-07 07:05:39] Epoch: 304, train loss: 1.4529, train loss1: 0.0134, train loss2: 923.7173, train loss3: 0.3952, train acc1: 0.9959, train acc2: 0.8461
[2025-07-07 07:05:49] Epoch: 304, val loss: 603.8231, val loss1: 48.2405, val loss2: 529.6156, val loss3: 25.9669, val acc1: 0.2732, val acc2: 0.1973
[2025-07-07 07:06:20] Epoch: 305, train loss: 1.4219, train loss1: 0.0106, train loss2: 923.7166, train loss3: 0.3918, train acc1: 0.9965, train acc2: 0.8486
[2025-07-07 07:06:30] Epoch: 305, val loss: 604.1997, val loss1: 48.8599, val loss2: 529.5400, val loss3: 25.7997, val acc1: 0.2755, val acc2: 0.2030
[2025-07-07 07:06:46] Epoch: 305 train confusion matrix1:
     0    1    2    3     4     5    6    7     8    9    10   11   12   13   14   15   16   17   18   19    20   21    22    23   24   25
0   1.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
1   0.0  1.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
2   0.0  0.0  1.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
3   0.0  0.0  0.0  1.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
4   0.0  0.0  0.0  0.0  0.99  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
5   0.0  0.0  0.0  0.0  0.00  1.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
6   0.0  0.0  0.0  0.0  0.00  0.00  1.0  0.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
7   0.0  0.0  0.0  0.0  0.00  0.00  0.0  1.0  0.00  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
8   0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.99  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
9   0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
10  0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
11  0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
12  0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
13  0.0  0.0  0.0  0.0  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.00  0.0  0.00  0.00  0.0  0.0
